"This is crazy! I mean, it's such a stupid argument. I don't even wanna see Richard again.",sadness
You cook naked?,surprise
"No! No, you can't arrest me! No!! I won't go back! I won't go back to that hell hole!!",anger
"But look, all these rooms are fine okay?",neutral
Me too! So happy for them!,joy
"But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y’know?",neutral
"Well, well to sum up, we’re having fun, you look young.",neutral
Rachel.,neutral
It’s,neutral
"Ok, that'll be great!",joy
"But only because I was up all night worried about this  meeting, ain’t that funny?",fear
"Joey, honey, I don’t think you’re supposed to go back there.",anger
"OK, is there a mute button on this woman?",disgust
I’ll see you tomorrow.,neutral
"This has a little bit of orange peel, but no nutmeg.",neutral
Relax. It’s just Issac’s D.J.-ing at the Philly. You should come.,neutral
"Um, now. Phoebs.",neutral
Oh God,surprise
"Alright, and if you’re gonna put your feet up, why don’t you sit on the-",disgust
Personal shopping? What is that? Like where you walk around with snooty rich people and tell them what to buy?,neutral
Remember when we went to Central Park and rented boats?.. That was fun.,joy
"Oh yeah. These are my old work pants, Sergio Valente’s.",neutral
"Chloe, switch with me, there’s some guys here that got a crush on you.",neutral
"Yeah, I already have my bell and later on...I get my bucket.",joy
Hey!,joy
"That's so Janine, you-you-you know what, do you know we're doing right now?",joy
"Oh my God, honey we are so meant to be together. We both have copies of the",neutral
"Yeah, no, I’m fairly intuitive and psychic. It’s a substantial gift.",neutral
I’m gonna go down there and teach that guy a lesson.,anger
Check this out? Huh?  Yeah. That’s the stuff. What do you think?,neutral
I knew that was him!,anger
I eat by myself in the alley because everybody hates me.,sadness
And you can just tell me about yourself.,neutral
"Hey, did she buy it?",neutral
"So, if we could just get back to the lecture.",neutral
"Joey.  Hey Jake, do you like the Knicks?",neutral
"Ooh, and it's so nice having this little sink here...",joy
"Hey, you’re early.",neutral
My boyfriend really does have good taste!,joy
"Well, yeah, because I have to break up with someone, and… Okay so Jason is sensitive,  but now so’s Vince  Plus, Vince has the body y'know?",neutral
So if you can help me find my Father then you should!,anger
"All right, all right, I’m coming over, and I’m bringing Chinese food.",neutral
"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",disgust
Yeah.,neutral
"But umm, you’re right.",neutral
"Pheebs, come on, you didn’t kill anybody, these people just happened to die when you went to the dentist.",neutral
Okay?,neutral
Yeah?,neutral
Hey! How you doing?,joy
"No, no, no, that’s Dina.",neutral
"Which, by the way, is the real San Francisco treat.  I got her machine.",neutral
Yeah!,joy
I got it!,joy
"Okay, does this look like a garbage can to you?",anger
"Oh, no-no, this place is totally healthy!",neutral
Well?,surprise
I personally could have a gallon of Alan.,joy
"Oh God, I'm sorry!",joy
"So c'mon, you guys, tell me all the dirt!",joy
Oh!  Hello?  Yeah this is Phoebe.  Really?!,surprise
"We've got the ground-up flesh of formerly cute cows and turkeys, ew...",disgust
That’s so sweet.  I’m gonna get some coffee.,neutral
"Ben, you ready?",neutral
"But I got to act with a robot Pheebs, and-and I don’t know anything about technology!",fear
Hey! Which one’s my turkey burger?,neutral
Yeah well we should order some food then.,neutral
Is not as important as the fact that Phoebe took care of the babies all by herself.,neutral
Who's gonna take me to the,sadness
No.,neutral
We’re here to celebrate our love together.,anger
What woman?!,anger
"Noo, I y'know I don't see why she has to play with you, that's all.",anger
Look we’re gonna have to set a spending limit on the date.,neutral
I wonder how long that milk  has been setting out.,disgust
"Oh uh, I’m sorry.",neutral
Yeah. I’m gonna have a baby. I’m gonna have a baby. I’m gonna have a baby!,joy
"Well that’s the best part. Umm,",neutral
Hello! Organic substances recently discovered in the depths of the rain forest!,joy
"No, Rachel doesn’t want me to....",anger
"Hi Tag! Hey, so did you have fun with uh, with Joey last night?",joy
"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",neutral
"Oh yeah, no problem.",neutral
I know.,neutral
Who knows?,neutral
Cut me a real piece!,anger
"Aw, it’s unbelievable!",surprise
"Choose, you jackass!",anger
"Yeah. Yep. Yeah. All right, well uh, I’d better go.",neutral
"Oh, uh, can it wait a second Joey? I have to tell my parents something. No it can’t? Okay.",neutral
I’m the one who danced with the kids all night!,surprise
"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.",neutral
Whoa!  Y'know what Katie? I gotta tell ya I-I-I-I think you are the one who is too much.,surprise
Yeah.,neutral
I guess the last time we really hung out was when our parents rented that beach house together.,neutral
"Y’know she’s, well she’s-she’s just as pretty, I guess she’s smart, she’s",neutral
Could tonight be the Night?,joy
"Excuse me, I’m sorry, I’m gonna have to call you back, I’ve got a Schemp in my office.",neutral
"Well, Susan, I see what appears to be a dark vent. Wait. Yes, it is in fact a dark vent.",neutral
"Wait no, honey, honey throw it to me, throw it to me.",neutral
"Oh, oh, I got it! Pete-Chicago.",neutral
"If I see him, I’ll ask.",neutral
What about the birds?,neutral
"And he said, ""Laundry?",neutral
You still work at the multiplex?,neutral
"So uh, do you live around here?",neutral
"Hey, do you think...would it be too weird if I invited Carol over to join us?",neutral
Thank you.,neutral
"No, from now on, I’m staying in one place.",neutral
Which one do you think she is?,neutral
Y'know what? We need to move on.,anger
"Okay, but I don’t see you asking any other paying customers to put on aprons.",sadness
Oh no! Oh no! Oh no! Oh no! No! No! No!,disgust
Stay calm?!!,anger
"Do you uh, do you talk about me?",neutral
I’m having a really good time!,joy
"Well, I don’t understand why Adrienne’s attracted to Victor.",disgust
"Okay, it’s not a check. They’re saying your health insurance expired because, you didn’t work enough last year.",neutral
"Peel the onion. First of all, he’s good looking.",neutral
"Okay, they even have actors coming in to read for my part!",fear
"Y'know, breadstick fangs are always funny.",joy
"Would you mind spending some time on my siadic area, it’s been killing me today.",anger
"Hey come on now, this is a real date.",neutral
"I don’t mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",disgust
"No, not yet.",neutral
Okay!,joy
"Look, I-I’m really sorry I let go of the bike.",sadness
"I'm so embarrassed, I'm the one he hit on!",surprise
"Come on, come on, we’re-we’re-we’re lighting the candles!",joy
Steady.,neutral
"Okay, look, I think we have to tell Rachel she messed up her dessert.",neutral
"No, you're the best.",neutral
So I really never get to win anymore?,sadness
Pizza box.,neutral
"Whoa, whoa, whoa.",surprise
"Cause she's, she's alone now, and pregnant, and, and sad.",sadness
"Are you serious?! Chandler, we ate an entire cheesecake two days ago and you want more?",surprise
"Um, the matador.  Ole, ha ha ha.",joy
"No, I got in trouble for that before. I’ll see you later.",neutral
You got to tell me exactly what to do there.,neutral
Did you go home and change?,surprise
"You guys'll scooch, won't you?",neutral
"No, I mean it. There are so few genuinely nice guys out there.",anger
Oh stop it. Joey already told me.,joy
"Yeah, I’ll do that. So who gets to be yours?",neutral
"Can I use your phone?  Yeah, the number for a Sidney Marks, please.",neutral
I was thinking more like a hundred.,neutral
Hey!,surprise
Hey Phoebe!,joy
"Thanks. Listen, about the weekly numbers, I'm gonna need them on my desk",neutral
"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",neutral
"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",joy
"Thanks, I’m set. Do you still live with your parents?",neutral
Are you looking at her?!,anger
Oh my God! Are you serious?!,surprise
"Okay, fine!",anger
Bye!,neutral
I’ll be out in a second.,neutral
Wow! Umm....,surprise
Nice! One and a half carat easy.,joy
Barley? What kind of party serves barley?,anger
"Well, you may wanna rethink the dirty underwear.",disgust
Oy!!,disgust
"Chandler’s funny, sophisticated, and he’s very loveable, once you get to know him.",neutral
Phoebe why don’t you just call her? You obviously want to.,neutral
"And I will cook anything you want in here , and do anything in there!",fear
"Um, Rachel I’m really sorry.  That’s okay, do you wanna get back together?  Yeah, okay.  Did anyone else hear that?!",surprise
"Oh, unbelievable! We had the best time!",joy
Yeah.,neutral
Well then you’d better hurry! The Angelica! Go! Go!,surprise
Whazzup??,neutral
"Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor?",neutral
Hey!,joy
"Ohh, God.",sadness
"You’ll have to pardon my roommate, he wanted to marry this.",neutral
Damnit Phoebe!!,anger
That's it?,surprise
"I mean, wow!",surprise
"Hey now! That was an accident, okay.",anger
He's a he?,surprise
Well so?,neutral
Did you tell him about my thquirt gun idea?,neutral
Shh!,anger
Crew guy.,neutral
Big deal!,anger
"Ohh, great, I have condom in my wallet I've had since I was twelve.",neutral
"He doesn't do much, does he?",neutral
"Dude, this isn’t funny!",anger
Really?!,surprise
"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",sadness
I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...?,fear
That-that he’s a-a complex fellow who’s unlikely to take a wife!,anger
"When you say used, do you mean eat as a pre-cooking snack?",neutral
"Nah, it’s okay. Right, Gunther?",neutral
"But it’s $2,000.",surprise
I'll tell you what.,neutral
Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture—I didn't have my camera!,neutral
"I mean, it-it was like, it was like he made us into a team.",joy
All right fine! This looks like so much fun.,neutral
And your breasts! Hmm!!!,surprise
What’s-what’s this nonsense?,fear
"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",fear
"Well, it turns out he’s incredibly sensitive, he keeps a journal and he paints.",neutral
"That’s very good, what’s your name?",neutral
"Oh, this will be so much fun!",joy
Well why don’t you use your key?,neutral
No. Why?,neutral
Uh-huh.,neutral
"Okay Bobby, why don’t we just come over here and let them have a little moment.",neutral
": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",neutral
"No, to get a table! Places like this are always shakin’ you down. Everybody wants to be paid off.",anger
"Oh, that's why you got these tickets to that play, to get rid    of us??",anger
"Now look, there’s only one problem though.",joy
Drum roll.,neutral
"Oh, hey, Gunther, check this out.",joy
Gettin’ all dressed up and going to a fancy restaurant.,neutral
"We have it. Only now, we call it the beach house.",neutral
"Well that was depressing, I think I just bought a soft pretzel from one of the kids from",sadness
"Joey come—I can’t believe—I bring you here to see the Bapstein-King comet, one of nature’s most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!",anger
Why don’t we do a trial run.,neutral
Rach? Hi!,joy
"Ooh, I think I wanna trade circles.",neutral
Hey!,joy
Okay.,neutral
Hey.,neutral
"Oh that one is available now, but only identical twins are eligible. It’s a twins study.",neutral
"Dude, what am I gonna",fear
Cut me a real piece!,anger
Yeah! Oh yes!,anger
The judge wouldn’t let us get an annulment! Now we gotta get a divorce!! Did a Porsch throw up on you?,anger
"Oh, I'm sorry, am I getting in the way of all the room switching fun?",anger
"Hey, hey, hey, that's not the rule and you know it.",anger
And here we have the last of Paulo's grappa.,neutral
Mark's a genius!,surprise
What are you talking about?!,surprise
I’m sorry.,sadness
"You're like the boom, boom, ... boom.",neutral
I am strong! I’ll show you!,anger
Shh.,neutral
You'd better hope not because I just read what you put on your    page today.,anger
What?!,surprise
"Hey, y’know I was thinking, what are the odds like if-if, if you stuff like 200 of them in there?",neutral
And I mean-I’m having a lot of fun.,joy
"Well, don't, don't think me immodest, but, me?",surprise
You're making a big mistake here.,disgust
"Hi, honey.",neutral
"Uh-huh, first you tell us where you got the prettiest lace in all the land.",neutral
You just got to get out of that jingle head sweetie.,neutral
"Well, Chandler and I are in a bar",neutral
"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",disgust
My parents spent the money for our wedding!,anger
I just didn’t see the fast song coming.,surprise
Good job Joe! Well done! Top notch!,joy
I gotta go!,neutral
You can.,neutral
Y’know?,neutral
"Yeah, I’m just, I’m just in town for a conference. Umm,",neutral
"All right, let’s start with some basics. Can anybody tell me what the difference between upstage and downstage is?",neutral
"Look, Rachel’s told me how much easier you’ve made all this on her. Why can’t you do that for me?",anger
Oh Drake.,joy
Pregnant Woman Slays Four?,fear
Ugh!,disgust
"Oh, yeah, yeah, yeah...",neutral
Ugh!  What grandmother?,surprise
Oh my god.,surprise
Are you being British?!,surprise
Let her know I like her?,fear
So it'll be either you two  or you two.,neutral
"What?! That-that’s all the way cross town, I’m supposed to teach a graduate seminar there in ten minutes.",surprise
"And now Pheebs, you’re doing the same thing!",anger
"It had a buttery, crumbly, graham cracker crust, with a very rich yet light, cream cheese filling…  Wow!",surprise
"Wait no, honey, honey throw it to me, throw it to me.",neutral
"Well okay, so then you’re fine.",neutral
"Well y’know, some people make deals with a friend, like if neither of them are married by the time they’re 40, they marry each other.",neutral
"Yeah, huh.",neutral
"I will be! Listen, I don’t want you teaching my son that stuff anymore. Okay?",anger
"I mean I’m-I’m crazy about Pete, and I know that we want the same things, and when I thought about saying yes, it made me really happy.",joy
Is there any chance you didn’t see that?,neutral
"Umm, I think he’s still out. What’s wrong?",joy
"I turned it off. Mother of God, I turned it off!",anger
"Y’know, I’m actually glad Phoebe called.",joy
"Actually, it’s just bag.",neutral
"I- just- I thought- Good, Shelley.",anger
"Oh no! That really is nothing, she is",neutral
"But, we're roommates and it's a huge mistake for us to continue down this road.",neutral
So how was Joan?,neutral
"I-I, came to fill your ice cube trays.",neutral
"Oh, now, don't listen to him, Pheebs, I think it's endearing.",neutral
"Yeah, you bet.",neutral
Yeah!,joy
I mean we should get free stuff too!,anger
"And my second grade teacher was Ms. Thomas, and my first grade teacher was Mrs. Cobb.",neutral
Dear Mary-Angela.,neutral
Wow!,surprise
But they don't see all the wonderfulness that I see.,joy
It might be kinda cool.,joy
"No, you were right. I don't have a plan.",neutral
"Well hey, I’ve got a ton of these!",joy
You’re building a post office?,surprise
"Okay, but if I got to turn on the charm tomorrow I’m not wasting anymore of it over here with you guys.",neutral
"Are you kidding me? I never rent a movie without it!  Oh.  Uh, okay uh let me call you back.",surprise
Are you kidding?,surprise
"Well, I-I want to give her another chance, y’know?",neutral
"Come on Phoebe, look at that!",anger
So the going for help went well?,neutral
I'm intrigued.,neutral
"All right, ten centimeters, here we go.",neutral
You'd better act surprised.,fear
That’s great. Good for you guys.,joy
Come on!,joy
"Well, okay, so what’s now—go get, go get the eggs, put ‘em in there.",neutral
"Oh, wow! I should get going. I-I got a date tonight.",joy
"Puzzler. A bit of a puzzle. Why don’t you um, check the copy room, maybe you left the contracts in there?",neutral
"I mean, was it Gina?",neutral
Instead of...?,surprise
"So, see ya on Saturday.",neutral
"And you would read alone in your room, and your puzzles...",neutral
"All right, I can't sit here anymore. I have to walk places.",neutral
"Don’t try to talk, we’ll get you up to your room, we’ll soak your feet, you’ll be okay.",neutral
For fun?,neutral
"This is Chandler Bing! This is Chandler Bing!  Yes, the groom—No! Not the groom!!",surprise
Bye-bye,joy
I'm kidding.,neutral
"Yeah, uh, uh, ok, there's this great rare bookstore on Madison    Avenue.",neutral
What's with her?,disgust
Do you all promise?,neutral
You don't plan these things.,neutral
"Yeah, I-I think I suggested that.",neutral
"Oh, I blew it. I wouldn’t of even hired me.",sadness
"Well, I've been reading up and for your information, minks are not very nice.",anger
"Yeah. Either that, or you just turned him on and sent him off to a stripper.",neutral
"So, are you ready to go?",neutral
"Look, you guys wanna meet the group?",neutral
That word was swans.,neutral
"Look, I-I know how miserable you are, I wish there was something I can do.",neutral
"Uh, may I help you?",neutral
We have credited your account with five hundred dollars.,neutral
All right.,neutral
"Um, we have a reservation under the name Chandler Bing.",neutral
"Oh yeah! Okay, let’s play again.  What do you got?",neutral
"...DUMB, DRUNKEN, BITCH!!!   Thank you, thanks.",anger
"Uh-huh, doing it. Doing it. Phone doing it.",joy
"Liam, do me a favour. Tell the lads to go easy on Ross, it’s his first time.",neutral
"And hey, here's to a lousy Christmas.",joy
"Hey, you wanna do Joey a favor, maybe you go out with Joey.",neutral
That's okay.,neutral
Right. No biggie. Stay loose.,neutral
He says he was too.,neutral
"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease.",anger
"All I could think of was y’know, ""Is he gonna kiss me? Is he gonna kiss me?""",joy
Because you shouldn’t be with him.  You should be with me.,sadness
I could play the oboe!,anger
I'm smarter than,neutral
"Now, after you receive the doubling bonus, you get uh, one card.",neutral
"Oh well that?s great, so I guess this is ah, this is good bye then. Huh?  Good bye.",joy
Can I be that guy?,joy
"Oh yeah. Boy, urine cuts",disgust
It’s wrong.,disgust
"Oh, he needed some time to grieve.",neutral
You or me?,neutral
Really?! How come we didn’t cross paths?,surprise
Phoebe?,neutral
Eww!,disgust
"No-no-no, that’ not Joshua.",anger
"No-no-no, I think I’m gonna see how things go with Kathy. She’s pretty cool.",neutral
Hey.,neutral
Hi!,neutral
Although he does play with himself in his sleep.,neutral
So? What? What? They’re gone! Monica’s gonna freak!,surprise
Let's try scooching!,joy
"There's a beautiful woman at eight, nine, ten o'clock!",joy
I made it in the sixth grade.,neutral
"I don't care, Rach! Look, I am tired of being the guy who knows all the secrets but can't tell anyone!",disgust
"So,  Rachel Green will you marry me?",joy
"Nah, you’re not tall enough to be a Mark, but you might make a good Barney.",neutral
"But I'll still always come back, like this.",neutral
"What? Of course I did! You uh, you sat next to Sleepy Sleeperson.",surprise
Everyone knows I’m an ass man!,joy
"There we go.You know what, if we were in prison, you guys would be, like, my bitches.",neutral
We have to do something with it.,neutral
Our last ocean view room was unacceptable to you.,joy
Can't wait.,neutral
Hey! Ross!,joy
"Well, Chandler and I are in a bar",neutral
"Hello?  Oh yes, one minute please.  It’s for you. It’s the fire inspector.",neutral
"Hi, I was wondering if it is possible to increase security in the Paleontology section?",anger
"I got to go, so ah, I’ll see you guys later.",neutral
Yeah!,joy
"No-no, Rachel, don’t get it! He can’t see us!",fear
"Oh-oh-oh, yeah!  That's right, you take good care of those babies!",joy
"Wait a minute, I-I believe I’m entitled to use my Angel Pass for a free turn?",joy
Focus.,neutral
I am so sorry I spilled wine all over your shirt.,sadness
"Come here, check this out!",surprise
I mean we should get free stuff too!,anger
I do?,surprise
Oh my God!!,surprise
So I guess what I'm trying to say is that I'm very thankful that all of your Thanksgivings sucked.,joy
"Okay, listen, I really like you.",neutral
You can take it off.,neutral
"Uh, okay, Pheebs?",neutral
Hi. She said yes.,neutral
Is that so?,neutral
Why? What happened to him?,neutral
"Well, you're not totally paranoid.",neutral
"No, you have to let me in right now!!",joy
"So, Ross and I are going to",neutral
"That’s easy for you to say, you weren’t almost just killed.",anger
Yeah...,neutral
"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",sadness
"What we did was wrong. Oh god, I just had sex with somebody that wasn't alive during the Bicentennial.",disgust
"Y'know what I mean, about how I'm always going out with all these women.",neutral
"Stop with the broom, we're not making noise.",neutral
Oh!,surprise
Very life-like and funny.,neutral
Thank God. Food.,joy
I can’t believe it.  Can I tell you something? I’m a little mad at him now.,anger
He forgot to leave his grip size!,surprise
"Stick, Brown, Sulkov, McGuire, J.T., Beardsley.",neutral
"Yeah, is Sidney there?  Oh, this is?  Sidney's a woman.",surprise
Well we?re gonna miss you around here.,sadness
That’s it.,neutral
"Tell me about it, I feel like I’m holding down the fort all by myself.",neutral
"Okay, that doesn’t help me, because we went to the same high school.",neutral
Hi. Do you know what time it is?,neutral
The actress!,surprise
"Well no, not yet. But the audition went really good.",joy
Who is that?!,surprise
Oww crushing bones!,surprise
So Rach!,joy
Let’s go.,neutral
You already got the first class tickets.. you got the lounge!,anger
Oh oh oh! I RESPECTFULLY DISAGREE!!,anger
"Okay, whatever.",joy
"Sorry, mix up. Hey, how was the movie?",neutral
"Oh-oh-oh-oh, how I do it is, I look a woman up and down and say, ""Hey, how you doin’?""",neutral
"I mean, San Diego's all well and good, but if you give him to me, I'll start him off against a blind rabbit and give you twenty percent of the gains.",neutral
"Hey uh, is it okay to come in?",neutral
Hi.,neutral
Which one is Gina?,neutral
"That’s the day you’re gonna die? See—darnit, I’ve got shuffleboard that day.",neutral
"Uh, Pheebs? Who's George Snuffalopagus?",neutral
"Yeah, but, there were no suds.",neutral
Maybe!,surprise
I’m not?,surprise
She?,surprise
What the heck is that?,surprise
"Well, get rid of her, obsessive and shrill.",neutral
I had a really nice time tonight.,joy
I think he's shy.,neutral
"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",neutral
"Oh, that's attractive.",neutral
"No, but Horny for Monica Minister called, wanting to know if we were still together.",disgust
Awesome!,joy
Oh. Oh yeah! Ohhhhh! Ohh! Oh yeah!,joy
"No! Sorry, I just thought you were somebody else. Hi!",surprise
"It's like ... like she's the princess and I'm the stable    boy ... Why are you doing this, huh?",sadness
There are a couple of forms to fill out.,neutral
"Ahh, to be 13 again.",neutral
Yes!! I knew it!!  Bye-bye! So long! Later!,joy
"So, are we going in there?",neutral
"Well, that’s not something a girl wants to hear.",anger
in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.,neutral
"Uh me? Gay? No! No. No, but I have a number of close friends who are.",joy
"All right, I'm nine years old.",neutral
I want him to have his uncle.,sadness
I broke up with her.,neutral
No!,anger
Me too.,neutral
"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",neutral
"Uh, Dana Keystone from college.",neutral
Hey!,surprise
"Hold it, hold it.",neutral
"Well, I told you not to walk. Here.  There. Okay.",anger
"Oh! Right. Umm, maybe that’s because I didn’t send him an invitation.",neutral
What?! They wanted a scary story!,surprise
Okay.,neutral
Oh! Thank God!,joy
"Oh. Are you sure you don't want to come? Tom Hanks, Meg Ryan, they get mail and stuff.",neutral
"No! Joey, you’re going to be great!",neutral
Hey!,joy
Guys thank you very much but neither of you is marrying us.,neutral
"Hey, uh-hey, why don’t we get some shoes on ya, huh?",neutral
Y’know what?,neutral
"I'm right, right?",neutral
Won't you dance around with me.,neutral
Yeah.,neutral
"Yeah, sure, sure I can bring some sandwiches.",neutral
"I mean come on, you remember what’s it’s like to be 19 and in love.",neutral
What are these?,neutral
"Okay, I admit it!",anger
Come on! Speech!,joy
"I want to let her know that there was a cancellation and if she’s still interested in having the Bing-Geller wedding at our facility, it is available",neutral
You are so adorable.,joy
"Where are you going, Mr. Suity-Man?",neutral
Maybe.,neutral
"I write erotic novels, for children.",neutral
"There's a beautiful woman at eight, nine, ten o'clock!",joy
"Oh, damn! I got it on my pants.",anger
"Go little boy, go!",anger
"Ohh, you can say. Come on, I don’t want you to feel like you can’t tell me things.",neutral
Maybe I should get another pair!,joy
Isabella Rosselini.,neutral
"But I should tell you this, this exact same thing happened to my roommate Denise.",neutral
Would you stop?,anger
"Well, I mean, are you sure you want to go out with her?",neutral
"Yes, I do.",neutral
I can see it from right here. It’ll cost you one husband.,joy
I know.,neutral
My God! Is this a gym card?,surprise
We just finished this magnificent Thanksgiving dinner.,neutral
Janice,surprise
GIVE ME MY PUCK!!,anger
Maybe you can tell me.,neutral
"Then we can put you in bed, okay?",neutral
"Well, you promised me a fun road trip!",joy
But they're not here yet!,fear
"Hi! Okay, don’t be mad at me, but I couldn’t resist.",neutral
"He’s right, even if it’s to say something complementary.",neutral
"Okay look, Monica came here for some memories and damnit, we’re gonna give her some!",neutral
Ah yeah—wait a second now!,anger
"I, um...",neutral
"Okay-okay, I got it. I got it.",neutral
"OK, I need to lie down.",surprise
Yes!!  Oh.,surprise
Brooklyn Heights.,neutral
"Yes, Joanna really has been an incredible mentor to me.",joy
"You know, you shouldn't even be here, it's a school night.",anger
You don't trust him?,surprise
Whoa! Are you okay?,surprise
"Rachel, things can get incredibly complicated.",anger
Oh fine.,neutral
"Fine, just stop thinking about me.",joy
I think just the,neutral
"And then, and then, you turn to me and say, “Nah, let’s just hang out at your place.” Well, that was a nice move dumb ass.",joy
"I know. I just wish that once, I'd bring a guy home that they actually liked.",sadness
"When we make plans, I expect you to show up.",anger
"Y’know you wear a white coat, I wear a blue blazer, if that means we can’t be friends at work, then so be it.",sadness
"Yes, while I was in the chair!",sadness
"Sorry, Pheebs.",sadness
"So anyway, Rachel, I’m sorry you can’t stay,  but the rest of us have a",sadness
Yuh-huh.,joy
"What, are you crazy? When a blind man gets his sight back, does he walk around like this?",disgust
"Well, he didn't tell me.",neutral
I think you’ve got concussion.,fear
No it's not.,neutral
"Well, you just asked if I wanted to go to bed with you tonight.",neutral
"Oh, you are the best friends anyone has ever had.",joy
She said what?,surprise
"This is completely normal, around the fourth month your hormones start going crazy.",neutral
"Nothing. It’s just old and dingy, that’s all.",disgust
"Somebody wanna help me, tryin' to rip out my heart.  Uh, that's great.  Anybody seen a nipple?",fear
"Oh, uh..",fear
"Hey, both you guys should be up there with me.",neutral
Hope! Hope!,joy
You gotta take the canoe!,anger
Hey! Look who I found!,surprise
Hey!,joy
Did you go home and change?,surprise
"Oh, yeah, sure.",neutral
Shhh!,neutral
"Ross, you gotta follow your heart.",neutral
"Yeah, you hang in there Teddy!",anger
"Umm, listen there's something I think you should know.",neutral
